dataset,pool_name,model,test_mae,test_rmse,test_direction_acc,train_mae,train_rmse,train_direction_acc
frax_self_built_historical,frax,Random Forest,1.7783792415641053,2.2098995580650596,67.3202614379085,0.7601352174908246,0.9725375989483724,90.52287581699346
frax_self_built_historical,frax,XGBoost,1.8155125348765209,2.2677505122291035,69.28104575163398,0.007878888554873677,0.011862320201931693,100.0
frax_self_built_historical,frax,LSTM (PyTorch),2.098586051686448,2.809436044056687,58.91472868217055,1.9675908167852403,2.4481732637576235,66.49659863945578
frax_self_built_historical,frax,Transformer (PyTorch),2.356944976360083,3.074984010079198,55.81395348837209,1.7501995383339466,2.2075552365200486,72.61904761904762
frax_self_built_historical,frax,QNN (PyTorch+PennyLane),2.2599229095929863,2.8903887956841205,45.73643410852713,2.070542464044702,2.578620046828639,62.585034013605444
frax_self_built_historical,frax,QSVM-QNN (PyTorch+PennyLane),2.1025238665394483,2.7304388017189773,44.96124031007752,2.229598887446963,2.8006957277432054,50.68027210884354
